ingredient',pairings'
'fennel',"['almonds', ' anise', ' apples', ' arugula', ' asparagus', ' basil', ' bay leaf', ' beets, vegetable', ' beets, juice', ' bell peppers', ' butter, unsalted', ' carrots', ' cheese, blue', ' cheese, goat', ' cheese, gorgonzola', ' cheese, gruyère', ' cheese, parmesan', ' cheese, pecorino', ' chicken', ' chives', ' coriander', ' crab', ' cream', ' crème fraîche', ' cucumbers', ' eggplant', ' eggs', ' endive', ' fennel pollen', ' fennel seeds', ' fish', ' frisée', ' garlic', ' ginger, fresh', ' herbs', ' honey', ' lamb', ' leeks', ' lemon, juice', ' lemon, zest', ' lemon balm', ' lettuce, bibb', ' lettuce, butter', ' lime, juice', ' lime, leaf (kaffir)', ' lobster', ' lovage', ' meats', ' mint', ' mussels', ' nutmeg', ' oil, canola', ' olive oil', ' olives, black', ' olives, green', ' onions', ' orange, juice', ' orange, segments', ' pancetta', ' paprika', ' parsley, flat-leaf', ' pasta', ' pears', ' pecans', ' pepper, black', ' pepper, white', ' pernod', ' pickles', ' pork', ' potatoes', ' prosciutto', ' rice', ' rosemary', ' salads', ' salmon', ' salt, kosher', ' salt, sea', ' sambuca', ' sauces', ' scallions', ' shallots', ' shellfish', ' shrimp', ' soups', ' spinach', ' star anise', ' stews', ' stocks, chicken', ' stocks, veal', ' stocks, vegetable', ' stuffing', ' sugar', ' swordfish', ' tarragon', ' thyme', ' tomatoes and tomato sauce', ' tuna', ' veal', ' vegetables', ' vermouth', ' vinaigrettes', ' vinegar, champagne', ' vinegar, cider', ' vinegar, raspberry', ' walnuts', ' watercress', ' wine, dry white', ' wine, vermouth', ' zucchini']"
'fennel pollen',"['apricots', ' beef', ' boar', ' chicken', ' cream', ' fennel seeds', ' fish', ' garlic', ' lamb', ' lemon', ' nuts', ' pasta', ' pork', ' potatoes', ' poultry', ' rabbit', ' rice or risotto', ' salads', ' salmon', ' sea trout', ' shellfish', ' vegetables', ' yogurt']"
'fennel seeds',"['apples', ' baked goods', ' basil', ' beans', ' beets', ' bouillabaisse', ' cabbage', ' chicken', ' cinnamon', ' cloves', ' cucumber', ' cumin', ' curries', ' duck', ' fennel', ' figs', ' fish', ' five-spice powder', ' garam masala', ' garlic', ' herbes de provence', ' leeks', ' lentils', ' meats, braised', ' olives', ' orange', ' paprika', ' parsley', ' pasta', ' pepper, black', ' pickles', ' pork', ' potatoes', ' ras el hanout', ' rice', ' saffron', ' salads', ' sauces', ' sauerkraut', ' sausages', ' shellfish', ' soups', ' star anise', ' stews', ' stocks and broths', ' tarragon', ' tomatoes and tomato sauces', ' vegetables']"
'fenugreek',"['cardamom', ' cauliflower', ' cheeses', ' chicken', ' cinnamon', ' cloves', ' coriander', ' cream', ' cumin', ' curries and curry powder', ' fennel seeds', ' fish', ' garlic', ' lamb', ' legumes', ' lentils', ' maple syrup, artificial', ' mayonnaise', ' mint', ' peas', ' pepper', ' potatoes', ' rabbit', ' rice', ' sauces', ' shellfish, shrimp', ' soups', ' spinach', ' stews', ' tomatoes', ' turmeric', ' vegetables', ' yogurt']"
'fiddlehead ferns',"['asparagus', ' bacon', ' basil', ' beans, fava', ' beef', ' brown butter', ' butter, sweet', ' cayenne', ' cheese, comté', ' cheese, goat', ' cheese, parmesan', ' chicken', ' fennel', ' fish', ' garlic', ' hollandaise sauce', ' horseradish', ' lamb', ' lemon, juice', ' mushrooms, wild', ' mustard', ' oil, sesame', ' oil, walnut', ' olive oil', ' onions', ' parsley, flat-leaf', ' pasta', ' pepper', ' polenta', ' potatoes', ' poultry', ' prosciutto', ' ramps', ' salads', ' salt', ' sesame seeds', ' shallots', ' soy sauce', ' spinach', ' tarragon', ' thyme', ' veal', ' vinaigrettes', ' vinegar, balsamic', ' vinegar, sherry', ' walnuts', ' yogurt']"
"'figs, dried'","['almonds', ' anise seeds', ' apples', ' apricots, dried', ' bananas', ' bay leaf', ' brandy', ' caramel', ' cheese, goat', ' cheese, manchego', ' cheese, parmesan', ' cheese, ricotta', ' cherries, dried', ' chestnuts', ' chocolate', ' cinnamon', ' cloves', ' coconut', ' coffee', ' cognac', ' cream', ' dates', ' game', ' ginger', ' honey', ' lemon, juice', ' lemon, zest', ' macadamia nuts', ' maple syrup', ' mascarpone', ' nutmeg', ' oats', ' orange, fruit', ' orange, juice', ' pastries', ' pears', ' pecans', ' pineapple', ' pistachios', ' prunes', ' quince', ' raisins, yellow', ' sugar, brown', ' sweet potatoes', ' vanilla', ' walnuts', ' wine, red, sweet']"
"'figs, fresh'","['almonds', ' anchovies', ' anise', ' apples', ' arugula', ' bacon', ' butter, unsalted', ' caramel', ' cheese, blue', ' cheese, fromage blanc', ' cheese, goat', ' cheese, gorgonzola', ' cheese, dry jack', ' cheese, manchego', ' cheese, provolone', ' cheese, ricotta', ' cheese,', ' roquefort', ' cherries', ' chicken', ' chocolate, dark', ' chocolate, white', ' cilantro', ' cinnamon', ' cloves', ' coffee / espresso', ' cognac', ' cream and ice cream', ' cream cheese', ' crème anglaise', ' crème fraîche', ' duck', ' fish', ' five-spice powder', ' game birds', ' garlic', ' ginger', ' grapes', ' ham', ' hazelnuts', ' honey', ' kirsch', ' lamb', ' lavender', ' lemon, juice', ' lemon, zest', ' lime, juice', ' liqueurs', ' mango', ' mascarpone', ' meats, cured and smoked', ' mint', ' oil, grapeseed', ' olive oil', ' onions', ' orange, juice', ' orange, zest', ' pancetta', ' pears', ' pecans', ' pepper, black', ' pine nuts', ' pistachios', ' pork', ' port', ' prosciutto', ' quail', ' radicchio', ' raspberries', ' rice', ' rosemary', ' rum', ' sorbets', ' star anise', ' sugar, brown', ' sugar, white', ' thyme', ' vanilla', ' vin santo', ' vinegar, balsamic', ' vinegar, red wine', ' vinegar, sherry', ' walnuts', ' wine, dry red', ' wine, marsala', ' wine, port']"
'fish',"['anise', ' basil', ' broths', ' butter', ' cream', ' dill', ' fennel', ' fines herbes', ' garlic', ' ginger', ' grapefruit', ' leeks', ' lemon, juice', ' lemon, zest', ' lemongrass', ' lemon verbena', ' lime, juice', ' lime, zest', ' parsley', ' peas', ' peppercorns', ' rhubarb', ' salt', ' tomatoes', ' wine']"
'fish sauce',"['lime, juice', ' sauces, dipping', ' shrimp', ' spring rolls', ' sugar', ' vegetables']"
'five-spice powder',"['beef', ' chicken', ' duck', ' pork', ' stews', ' stir-fries']"
'flounder',"['almonds', ' basil', ' bread crumbs or cracker crumbs', ' butter', ' capers', ' chili sauce', ' chives', ' coconut milk', ' corn', ' cornmeal', ' crab', ' curry, green', ' dill', ' lemon', ' lime', ' miso', ' noodles', ' olive oil', ' onions, vidalia', ' pasta', ' peas', ' pepper, black', ' ramps', ' salt', ' seaweed', ' shiso', ' ume (japanese plum)', ' wine, white', ' yuzu', ' zucchini']"
'foie gras',"['allspice', ' apples', ' apricots', ' armagnac', ' bacon', ' brandy', ' cabbage', ' cherries', ' chives', ' chocolate', ' cognac', ' endive', ' figs, dried', ' figs, fresh', ' ginger', ' grapes', ' leeks', ' lemon', ' mangoes', ' miso', ' nutmeg', ' oil, grapeseed', ' olive oil', ' onions', ' peaches', ' pears', ' pepper, black', ' pistachios', ' plums', ' port', ' raisins', ' rhubarb', ' salt, kosher', ' sauternes', ' shallots', ' stock, chicken', ' strawberries', ' sugar', ' tomatoes', ' truffles and truffle oil', ' vinegar, balsamic', ' vinegar, cider']"
'freshness',"['basil', ' chives', ' cilantro', ' citrus', ' dill', ' fennel pollen', ' mint', ' tarragon']"
'frisée',"['almonds', ' anchovies', ' avocado', ' bacon / lardons', ' basil', ' bell peppers, red', ' bell peppers, yellow', ' beets', ' cheese, blue', ' cheese, goat', ' cheese, parmesan', ' cheese, roquefort', ' cherries, dried', ' chervil', ' chives', ' cilantro', ' croutons (accent)', ' cucumbers', ' eggs', ' endive', ' fat, bacon', ' fat, duck', ' garlic', ' ginger', ' grapefruit', ' lemon, juice', ' lettuces, red oak leaf', ' lettuces, red leaf', ' lime, juice', ' maple syrup', ' mushrooms, white', ' mustard, dijon', ' oil, canola', ' oil, grapeseed', ' oil, hazelnut', ' oil, walnut', ' olive oil', ' olives', ' onions, red', ' orange, juice', ' parsley, flat-leaf', ' pepper, black', ' pepper, white', ' salads', ' salt, kosher', ' salt, sea', ' scallops', ' seafood', ' shallots', ' tangerines and tangerine juice', ' tarragon', ' tomatoes', ' vinaigrette', ' vinegar, sherry', ' vinegar, white wine', ' walnuts (accent)', ' watercress']"
"'fruit, dried'","['apple juice', ' chocolate', ' cinnamon', ' ginger', ' lemon', ' nuts', ' pistachios', ' vanilla', ' walnuts']"
"'fruit, fresh'","['almonds', ' ginger, fresh', ' lemon, juice', ' lemon, zest', ' sabayon sauce', ' sugar', ' vanilla']"
"'fruit, tropical'","['bananas', ' bourbon', ' caramel', ' chile peppers', ' chocolate', ' chocolate, white', ' cloves', ' coconut', ' coriander', ' cream and ice cream', ' five-spice powder', ' ginger', ' guava', ' honey', ' lemon, juice', ' lemon, zest', ' lemongrass', ' lime, juice', ' lime, zest', ' mangoes', ' melon, honeydew', ' mint', ' orange, juice', ' orange, zest', ' pineapple', ' pomegranates', ' rum', ' spirits, white, gin', ' spirits, white, vodka', ' strawberries', ' sugar, brown', ' sugar, white', ' vanilla', ' yogurt']"
'game',"['allspice', ' cabbage, red', ' cayenne', ' cherries', ' chestnuts', ' cloves', ' cranberries, dried', ' garlic', ' gin', ' greens', ' juniper berries', ' lentils', ' madeira', ' maple syrup', ' mushrooms, wild', ' mustard, dijon', ' onions', ' parsley, flat-leaf', ' pepper, black', ' salt, sea', ' stock, beef', ' sugar, brown', ' vinegar', ' wine, red']"
'garlic',"['almonds', ' anchovies', ' bacon', ' barbecue', ' basil', ' bay leaf', ' beans', ' beef', ' beets', ' bread', ' broccoli', ' cabbage', ' caraway seeds', ' cayenne', ' cheese, parmesan', ' chicken', ' chile peppers', ' chives', ' cilantro', ' coriander', ' cream, half-and-half', ' cumin', ' curries', ' eggplant', ' eggs', ' fennel', ' fennel seeds', ' fish', ' ginger', ' lamb', ' leeks', ' lemon, juice', ' lemon, zest', ' lemongrass', ' lentils', ' lime, juice', ' mayonnaise', ' meats', ' mushrooms', ' mustard', ' oil, canola', ' oil, peanut', ' olive oil', ' onions', ' oregano', ' paprika', ' parsley, flat-leaf', ' pasta and pasta sauces', ' pepper, black', ' pepper, white', ' pesto', ' pork', ' potatoes', ' rice', ' rosemary', ' saffron', ' sage', ' salads', ' salt', ' sauces', ' shallots', ' shellfish', ' shrimp', ' soups', ' soy sauce', ' spinach', ' steak', ' stocks, chicken', ' stocks, vegetable', ' sugar', ' tarragon', ' thyme', ' tomatoes and tomato sauce', ' vegetables', ' vinegar', ' wine, white', ' zucchini']"
'gin',"['apple brandy', ' apricot brandy', ' basil', ' blackberries', ' celery', ' champagne', ' cilantro', ' cointreau', ' cola', ' cranberry juice', ' cucumber', ' curaçao', ' earl grey tea', ' ginger', ' herbs', ' honey', ' lemon juice', ' lime juice', ' mint', ' orange juice', ' oysters', ' pomegranate', ' pomegranate molasses', ' rose geranium', ' rosemary', ' sage', ' sugar', ' tonic', ' gin flavors', ' beefeater, pear', ' hendrick's, cucumber', ' hendrick's, rose petals', ' old raj, saffron', ' zuidam dry, orange peel']"
'ginger',"['allspice', ' almonds', ' anise', ' apples', ' apricots', ' bananas', ' basil', ' bay leaf', ' beef', ' bell peppers, red', ' beverages', ' butter', ' caramel', ' cardamom', ' carrots', ' cashews', ' celery', ' cheese, ricotta', ' chicken', ' chile peppers', ' chocolate', ' cilantro', ' cinnamon', ' citrus', ' cloves', ' coconut', ' coriander', ' crab', ' cranberries', ' cream and ice cream', ' cumin', ' curries', ' custards', ' duck', ' eggplant', ' fennel', ' figs', ' fish', ' fish sauce', ' five-spice powder', ' garlic', ' grapefruit', ' guava', ' hazelnuts', ' honey', ' kaffir lime leaves', ' kumquats', ' lamb', ' lavender', ' leeks', ' lemon', ' lemongrass', ' lemon herbs', ' lime, juice', ' lobster', ' lychees', ' mangoes', ' maple syrup', ' marinades', ' mascarpone', ' meats', ' melon', ' mint', ' molasses', ' mushrooms', ' mussels', ' noodles and noodle dishes', ' nutmeg', ' oats', ' oil, canola', ' oil, grapeseed', ' olive oil', ' onions', ' orange', ' papaya', ' passion fruit', ' peaches', ' peanuts', ' pears', ' pepper, white', ' persimmons', ' pineapple', ' plums', ' pork', ' prunes', ' pumpkin', ' quince', ' raisins', ' raspberries', ' rhubarb', ' rice', ' rum', ' saffron', ' salad dressings', ' salads', ' salt, kosher', ' sauces', ' scallions', ' scallops', ' sesame oil', ' shallots', ' shellfish', ' shrimp', ' soups', ' soy sauce', ' star anise', ' steak', ' stews', ' stocks, beef', ' stocks, chicken', ' strawberries', ' sugar, white', ' sugar, brown', ' sushi and sashimi', ' sweet potatoes', ' tabasco sauce', ' tamarind', ' tarragon', ' tea', ' tomatoes', ' turmeric', ' vanilla', ' vegetables', ' verbena', ' vinegar, champagne', ' vinegar, cider', ' vinegar, rice wine', ' walnuts', ' wasabi', ' wine, sweet', ' yogurt', ' yuzu']"
"'ginger, ground'","['baked goods', ' bananas', ' beverages', ' cardamom', ' carrots', ' chicken', ' chocolate', ' chutneys', ' cinnamon', ' cloves', ' couscous', ' cream and ice cream', ' desserts', ' fruits', ' gingerbread', ' ham', ' honey', ' lemon', ' meats', ' melon', ' nutmeg', ' nuts', ' onions', ' oranges', ' paprika', ' peaches', ' pears', ' pepper', ' pineapple', ' pork', ' pumpkin', ' rice', ' saffron', ' squash, winter', ' stewed dishes', ' sweet potatoes', ' tea', ' tomatoes']"
'grapefruit',"['arugula', ' asparagus', ' avocado', ' bananas', ' butter, unsalted', ' campari', ' caramel', ' cashews', ' ceviche', ' champagne', ' chicken', ' coconut', ' crab', ' crème fraîche', ' fish', ' fromage blanc', ' gin', ' ginger, fresh', ' grand marnier', ' grenadine syrup', ' hazelnuts', ' honey', ' lemon', ' lime', ' macadamia nuts', ' melons', ' meringue', ' mint, fresh', ' miso', ' olive oil', ' onions', ' orange', ' papaya', ' pecans', ' pineapple', ' pomegranate', ' poppy seeds', ' port', ' raspberries', ' rum', ' salads', ' salmon', ' seafood', ' seaweed', ' shrimp', ' sorbet', ' star anise', ' strawberries', ' sugar, brown', ' sugar, white', ' tarragon', ' tequila', ' tomatoes', ' vanilla', ' vinaigrette', ' vinegar, champagne', ' vodka', ' walnuts', ' watercress', ' wine, sparkling, white', ' yogurt']"
'grapes',"['almonds', ' apples', ' arugula', ' brandy', ' cayenne', ' cheese', ' chicken', ' chocolate, white', ' cognac', ' cream', ' cumin', ' curry', ' curry leaf', ' duck', ' endive', ' fennel seeds', ' fish', ' game', ' garlic', ' hazelnuts', ' honey', ' lemon', ' mint', ' mustard seeds', ' olive oil', ' paprika', ' pears', ' pecans', ' pistachios', ' pork', ' poultry', ' raspberries', ' rice', ' rosemary', ' rum', ' salads', ' salt', ' sour cream', ' strawberries', ' sugar', ' vinegar, sherry', ' walnuts', ' wine, red', ' wine, white', ' yogurt']"
'greens',"['allspice', ' arugula', ' bacon', ' basil', ' butter', ' caraway seeds', ' celery or celery seeds', ' cheese', ' chicory', ' chili sauce', ' coriander', ' corn', ' curry', ' dill', ' eggs', ' fennel', ' garlic', ' ginger', ' ham', ' horseradish', ' leeks', ' legumes', ' lemon, juice', ' mushrooms', ' mustard, dijon', ' nutmeg', ' nuts, toasted', ' oil, mustard', ' oil, nut', ' oil, peanut', ' oil, sesame', ' olive oil', ' onions, green', ' oregano', ' paprika', ' parsley', ' pasta', ' peaches', ' pears', ' pomegranates', ' potatoes', ' red pepper flakes', ' rice', ' sage', ' salads', ' salt, kosher', ' savory', ' sesame seeds', ' shellfish, oysters', ' sweet potatoes', ' tabasco sauce', ' tarragon', ' thyme', ' tomatoes', ' vinegar, balsamic', ' vinegar, red wine']"
"'greens, collard'","['bacon', ' black-eyed peas', ' brown butter', ' cheese, parmesan', ' garlic', ' ham hocks', ' mustard seeds', ' oil, peanut', ' oil, vegetable', ' onions, yellow', ' oregano', ' pepper, black', ' red pepper flakes', ' salt', ' salt pork', ' tomatoes', ' vinegar, cider']"
"'greens, dandelion'","['anchovies', ' bacon', ' garlic', ' mustard, dijon', ' oil, peanut', ' onions', ' pepper, ground', ' salads', ' salt', ' vinegar']"
"'greens, mustard'","['bacon', ' black-eyed peas', ' ham hocks', ' oil, sesame', ' olive oil', ' onions', ' prosciutto', ' salads', ' soy sauce']"
"'greens, salad'","['bacon', ' cheese', ' croutons', ' fruit, apples', ' fruit, pears', ' garlic', ' olive oil', ' pepper, black', ' salt', ' vinegar, red wine', ' vinegar, sherry']"
"'greens, turnip'","['bacon', ' black-eyed peas', ' eggs', ' ham hocks', ' onions']"
'grilled dishes',"['artichokes', ' asparagus', ' bell peppers', ' chicken', ' corn', ' eggplant', ' endive', ' fennel', ' fish, whole', ' garlic', ' hamburgers', ' hot dogs', ' lamb, butterflied', ' lamb, chops', ' lobster', ' mushrooms', ' onions', ' pineapple', ' pork, chops', ' pork, loin', ' salmon', ' sausages', ' shrimp', ' squash, summer', ' steaks', ' swordfish', ' tomatoes', ' tuna', ' turkey, breasts', ' veal, chops', ' veal, steaks', ' zucchini']"
'grits',"['cheese, cheddar', ' cheese, parmesan', ' corn', ' cream', ' garlic', ' mascarpone', ' nutmeg', ' pepper, black', ' salt', ' sausage, andouille', ' shrimp']"
'grouper',"['almonds', ' anchovies', ' artichokes', ' bacon', ' bay leaf', ' bell peppers, red', ' bok choy', ' butter', ' capers', ' carrots', ' cayenne', ' celery', ' cheese, asiago', ' chervil', ' chile peppers, anaheim', ' chili sauce', ' cucumber', ' endive', ' garlic', ' ginger', ' lemon, juice', ' lime, juice', ' mushrooms, porcini', ' oil, corn', ' oil, sesame', ' oil, vegetable', ' olive oil', ' olives, picholine', ' onions, white', ' oyster sauce', ' parsley, flat-leaf', ' pepper, black', ' pepper, white', ' port', ' rosemary', ' sage', ' salt, sea', ' sesame, seeds', ' shallots', ' soy sauce', ' stocks, chicken', ' stocks, fish', ' stocks, pork', ' tarragon', ' thyme', ' tomatoes', ' vermouth, dry', ' vinegar, balsamic', ' vinegar, sherry', ' wine, red', ' wine, white', ' zucchini']"
'guavas',"['bananas', ' cashews', ' cheese', ' chocolate, white', ' coconut', ' cream', ' cream cheese', ' curry powder', ' ginger', ' ham', ' honey', ' lemon', ' lime, juice', ' macadamia nuts', ' mascarpone', ' oil, vegetable', ' onions, yellow', ' orange', ' passion fruit', ' pineapple', ' pork', ' poultry', ' raisins', ' rum', ' salads, fruit', ' sauces', ' strawberries', ' sugar, brown', ' sugar, white', ' vanilla', ' vinegar, white']"
'halibut',"['aioli', ' almonds', ' anchovies', ' apples, cider', ' apples, fruit', ' apples, juice', ' artichokes', ' arugula', ' asparagus', ' bacon', ' basil', ' beans, black', ' beans, fava', ' beans, haricots verts', ' bell peppers, red', ' bell peppers, yellow', ' bok choy', ' butter, unsalted', ' capers', ' cardamom', ' carrots and carrot juice', ' cayenne', ' celery', ' celery root', ' chamomile', ' chard', ' chervil', ' chicory', ' chile peppers, dried red', ' chile peppers, fresh green', ' chives', ' cilantro', ' clams', ' coriander', ' cornichons', ' couscous', ' cream', ' cucumber', ' cumin', ' curry powder', ' dill', ' endive', ' fennel', ' fennel seeds', ' fenugreek seeds', ' frisée', ' garam masala', ' garlic', ' ginger, ground', ' grapefruit', ' hazelnuts', ' horseradish', ' kohlrabi', ' leeks', ' lemon, juice', ' lemon, preserved', ' lemon balm', ' lime, juice', ' lovage', ' mint', ' mushrooms', ' mussels', ' mustard, dijon', ' mustard, dry', ' mustard, grainy', ' oil, canola', ' oil, grapeseed', ' olive oil', ' olives, black', ' olives, niçoise', ' onions', ' paprika', ' parsley, flat-leaf', ' parsnips', ' pepper, black', ' pepper, white', ' potatoes', ' pumpkin seeds', ' red pepper flakes', ' rhubarb', ' rosemary', ' saffron', ' salt, kosher', ' salt, sea', ' savory', ' scallions', ' sesame seeds, black', ' sesame seeds, white', ' shallots', ' sorrel', ' spearmint', ' spinach', ' stocks, chicken', ' stocks, fish', ' sugar', ' tamarind', ' tapanade', ' tarragon', ' thyme', ' tomatoes and tomato sauce', ' turmeric', ' vinaigrette', ' vinegar, balsamic', ' vinegar, sherry', ' walnuts', ' watercress', ' wine, dry red', ' wine, dry white', ' yogurt', ' zucchini']"
